# Mach-Number Intake,Mach-Number Outlet,temperature Intake,temperature Outlet,f,Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,case
 (1.726709604263305664e-01+0.000000000000000000e+00j), (5.720194801688194275e-02+0.000000000000000000e+00j), (3.008282165527343750e+02+0.000000000000000000e+00j), (3.552183837890625000e+02+0.000000000000000000e+00j), (1.520000000000000000e+03+0.000000000000000000e+00j), (-2.163629047572612762e-03+2.576445695012807846e-04j), (-4.230198683217167854e-04+2.958053955808281898e-03j), (6.360092083923518658e-04-1.811177236959338188e-03j), (-1.694773323833942413e-02-6.501327268779277802e-03j), (-8.098962716758251190e-03-1.811189390718936920e-02j), (-5.244746804237365723e-03-2.177588641643524170e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728191673755645752e-01+0.000000000000000000e+00j), (5.710472911596298218e-02+0.000000000000000000e+00j), (3.009285583496093750e+02+0.000000000000000000e+00j), (3.552450561523437500e+02+0.000000000000000000e+00j), (1.530000000000000000e+03+0.000000000000000000e+00j), (-1.291801128536462784e-02-5.260806065052747726e-03j), (-7.447918411344289780e-03-8.613587357103824615e-03j), (3.694879123941063881e-03-1.312243472784757614e-02j), (-8.165430044755339622e-04+4.174429341219365597e-04j), (2.046115463599562645e-03+5.976836546324193478e-04j), (9.785258444026112556e-04+1.070107333362102509e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728191673755645752e-01+0.000000000000000000e+00j), (5.710472911596298218e-02+0.000000000000000000e+00j), (3.009285583496093750e+02+0.000000000000000000e+00j), (3.552450561523437500e+02+0.000000000000000000e+00j), (1.530000000000000000e+03+0.000000000000000000e+00j), (5.953789502382278442e-02+2.631712704896926880e-02j), (3.414544463157653809e-02+4.109631478786468506e-02j), (-1.879068091511726379e-02+6.044099852442741394e-02j), (4.096972756087779999e-03-1.600947231054306030e-03j), (-9.639654308557510376e-03-3.528164699673652649e-03j), (-4.499647300690412521e-03-5.382134579122066498e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728191673755645752e-01+0.000000000000000000e+00j), (5.710472911596298218e-02+0.000000000000000000e+00j), (3.009285583496093750e+02+0.000000000000000000e+00j), (3.552450561523437500e+02+0.000000000000000000e+00j), (1.530000000000000000e+03+0.000000000000000000e+00j), (-1.400949899107217789e-03+1.200209022499620914e-03j), (1.858993899077177048e-03+2.298996085301041603e-03j), (-6.942434702068567276e-04-2.007460454478859901e-03j), (-2.107993699610233307e-02+1.232875743880867958e-03j), (-1.440957281738519669e-02-1.271345373243093491e-02j), (-1.429247204214334488e-02-1.796542294323444366e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728191673755645752e-01+0.000000000000000000e+00j), (5.710472911596298218e-02+0.000000000000000000e+00j), (3.009285583496093750e+02+0.000000000000000000e+00j), (3.552450561523437500e+02+0.000000000000000000e+00j), (1.530000000000000000e+03+0.000000000000000000e+00j), (-1.606575329788029194e-03+1.288070459850132465e-03j), (1.417878549546003342e-03+2.613425487652420998e-03j), (-3.670521255116909742e-04-2.046337816864252090e-03j), (-2.046435698866844177e-02-4.186925478279590607e-03j), (-1.060192473232746124e-02-1.598351635038852692e-02j), (-9.118344634771347046e-03-2.105253748595714569e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.720313131809234619e-01+0.000000000000000000e+00j), (5.652239918708801270e-02+0.000000000000000000e+00j), (2.986041564941406250e+02+0.000000000000000000e+00j), (3.524414672851562500e+02+0.000000000000000000e+00j), (1.540000000000000000e+03+0.000000000000000000e+00j), (-1.387856621295213699e-02+2.425345301162451506e-04j), (-8.878221735358238220e-03-4.814805928617715836e-03j), (-1.479990547522902489e-03-1.398244220763444901e-02j), (-9.200260974466800690e-04+7.375695859082043171e-04j), (2.155017340555787086e-03-1.266110848519019783e-05j), (1.215739874169230461e-03+7.440748740918934345e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.720313131809234619e-01+0.000000000000000000e+00j), (5.652239918708801270e-02+0.000000000000000000e+00j), (2.986041564941406250e+02+0.000000000000000000e+00j), (3.524414672851562500e+02+0.000000000000000000e+00j), (1.540000000000000000e+03+0.000000000000000000e+00j), (6.717652082443237305e-02+4.834541585296392441e-03j), (4.152766987681388855e-02+2.698006667196750641e-02j), (4.776928399223834276e-04+6.781681627035140991e-02j), (3.667936893180012703e-03-3.799050580710172653e-03j), (-9.486406110227108002e-03+1.015539048239588737e-03j), (-5.707580130547285080e-03-2.645995002239942551e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.720313131809234619e-01+0.000000000000000000e+00j), (5.652239918708801270e-02+0.000000000000000000e+00j), (2.986041564941406250e+02+0.000000000000000000e+00j), (3.524414672851562500e+02+0.000000000000000000e+00j), (1.540000000000000000e+03+0.000000000000000000e+00j), (-8.218028233386576176e-04+1.664821291342377663e-03j), (2.428250387310981750e-03+9.931633248925209045e-04j), (-1.350312842987477779e-03-1.448796945624053478e-03j), (-2.120200172066688538e-02+8.708978071808815002e-03j), (-1.619609631597995758e-02-6.812611129134893417e-03j), (-1.865302212536334991e-02-1.166708301752805710e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.720313131809234619e-01+0.000000000000000000e+00j), (5.652239918708801270e-02+0.000000000000000000e+00j), (2.986041564941406250e+02+0.000000000000000000e+00j), (3.524414672851562500e+02+0.000000000000000000e+00j), (1.540000000000000000e+03+0.000000000000000000e+00j), (-1.520892255939543247e-03+1.569307525642216206e-03j), (2.126512350514531136e-03+1.878064940683543682e-03j), (-7.942381780594587326e-04-2.211312530562281609e-03j), (-2.421285025775432587e-02-1.595319830812513828e-03j), (-1.240054145455360413e-02-1.416960358619689941e-02j), (-1.233588159084320068e-02-1.990831084549427032e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724366247653961182e-01+0.000000000000000000e+00j), (5.690139532089233398e-02+0.000000000000000000e+00j), (3.008266906738281250e+02+0.000000000000000000e+00j), (3.552065124511718750e+02+0.000000000000000000e+00j), (1.550000000000000000e+03+0.000000000000000000e+00j), (-1.291366200894117355e-02+6.083694286644458771e-03j), (-8.903860114514827728e-03-1.436406513676047325e-03j), (-7.000000216066837311e-03-1.319825742393732071e-02j), (-1.448239199817180634e-04+1.251598703674972057e-03j), (1.334812841378152370e-03-1.186039298772811890e-03j), (1.101196627132594585e-03-2.076412056339904666e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724366247653961182e-01+0.000000000000000000e+00j), (5.690139532089233398e-02+0.000000000000000000e+00j), (3.008266906738281250e+02+0.000000000000000000e+00j), (3.552065124511718750e+02+0.000000000000000000e+00j), (1.550000000000000000e+03+0.000000000000000000e+00j), (6.628763675689697266e-02-2.598779834806919098e-02j), (4.333086684346199036e-02+1.113344263285398483e-02j), (3.045522235333919525e-02+6.805771589279174805e-02j), (1.283829566091299057e-03-7.295463234186172485e-03j), (-7.013923488557338715e-03+6.231768056750297546e-03j), (-5.998961627483367920e-03+8.341976208612322807e-04j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724366247653961182e-01+0.000000000000000000e+00j), (5.690139532089233398e-02+0.000000000000000000e+00j), (3.008266906738281250e+02+0.000000000000000000e+00j), (3.552065124511718750e+02+0.000000000000000000e+00j), (1.550000000000000000e+03+0.000000000000000000e+00j), (3.416706458665430546e-04+2.819782122969627380e-03j), (3.024642355740070343e-03-8.895929204300045967e-04j), (-3.166079521179199219e-03-3.149616823066025972e-04j), (-2.167258225381374359e-02+2.009907364845275879e-02j), (-1.669114828109741211e-02-4.103325307369232178e-03j), (-2.129639312624931335e-02-6.748303771018981934e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724366247653961182e-01+0.000000000000000000e+00j), (5.690139532089233398e-02+0.000000000000000000e+00j), (3.008266906738281250e+02+0.000000000000000000e+00j), (3.552065124511718750e+02+0.000000000000000000e+00j), (1.550000000000000000e+03+0.000000000000000000e+00j), (-1.308226143009960651e-03+2.972282469272613525e-03j), (3.335646353662014008e-03+7.327956263907253742e-04j), (-2.653473522514104843e-03-2.025622408837080002e-03j), (-3.025338798761367798e-02+9.286990389227867126e-03j), (-1.463618688285350800e-02-1.210618671029806137e-02j), (-1.772821694612503052e-02-1.694945245981216431e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725311726331710815e-01+0.000000000000000000e+00j), (5.680995807051658630e-02+0.000000000000000000e+00j), (3.008776245117187500e+02+0.000000000000000000e+00j), (3.551883544921875000e+02+0.000000000000000000e+00j), (1.560000000000000000e+03+0.000000000000000000e+00j), (-8.408025838434696198e-03+1.213561370968818665e-02j), (-8.024560287594795227e-03+1.458984450437128544e-03j), (-1.311350613832473755e-02-8.562553673982620239e-03j), (1.331015722826123238e-03+1.314417808316648006e-03j), (-2.215189160779118538e-04-1.844607759267091751e-03j), (6.017260602675378323e-04-1.024088240228593349e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725311726331710815e-01+0.000000000000000000e+00j), (5.680995807051658630e-02+0.000000000000000000e+00j), (3.008776245117187500e+02+0.000000000000000000e+00j), (3.551883544921875000e+02+0.000000000000000000e+00j), (1.560000000000000000e+03+0.000000000000000000e+00j), (5.206468701362609863e-02-5.538549274206161499e-02j), (4.243442788720130920e-02-4.310456279199570417e-04j), (6.010155007243156433e-02+5.390817299485206604e-02j), (-4.813211504369974136e-03-8.585192263126373291e-03j), (-1.657490734942257404e-03+9.444905444979667664e-03j), (-4.428255371749401093e-03+4.228304140269756317e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725311726331710815e-01+0.000000000000000000e+00j), (5.680995807051658630e-02+0.000000000000000000e+00j), (3.008776245117187500e+02+0.000000000000000000e+00j), (3.551883544921875000e+02+0.000000000000000000e+00j), (1.560000000000000000e+03+0.000000000000000000e+00j), (2.265377901494503021e-03+3.152809571474790573e-03j), (2.499497728422284126e-03-2.375774318352341652e-03j), (-3.377726767212152481e-03+1.986157381907105446e-03j), (-1.692739315330982208e-02+2.889276668429374695e-02j), (-1.634640432894229889e-02-3.357593435794115067e-03j), (-2.079623751342296600e-02-3.705600742250680923e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725311726331710815e-01+0.000000000000000000e+00j), (5.680995807051658630e-02+0.000000000000000000e+00j), (3.008776245117187500e+02+0.000000000000000000e+00j), (3.551883544921875000e+02+0.000000000000000000e+00j), (1.560000000000000000e+03+0.000000000000000000e+00j), (1.198279554955661297e-03+4.387071821838617325e-03j), (3.426450304687023163e-03-1.473169890232384205e-03j), (-4.581005778163671494e-03+5.362419178709387779e-04j), (-3.422888368368148804e-02+2.057761885225772858e-02j), (-1.462428271770477295e-02-1.215245854109525681e-02j), (-1.950049214065074921e-02-1.507989317178726196e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727919578552246094e-01+0.000000000000000000e+00j), (5.747634172439575195e-02+0.000000000000000000e+00j), (3.008349914550781250e+02+0.000000000000000000e+00j), (3.551969604492187500e+02+0.000000000000000000e+00j), (1.570000000000000000e+03+0.000000000000000000e+00j), (-2.364868298172950745e-03+1.444616448134183884e-02j), (-7.382397539913654327e-03+2.783826785162091255e-03j), (-1.539015863090753555e-02-2.441816497594118118e-03j), (2.278701402246952057e-03+3.948118828702718019e-04j), (-1.095300773158669472e-03-1.368968631140887737e-03j), (2.590362601040396839e-05-1.149934018030762672e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727919578552246094e-01+0.000000000000000000e+00j), (5.747634172439575195e-02+0.000000000000000000e+00j), (3.008349914550781250e+02+0.000000000000000000e+00j), (3.551969604492187500e+02+0.000000000000000000e+00j), (1.570000000000000000e+03+0.000000000000000000e+00j), (9.681540541350841522e-03-7.657083123922348022e-02j), (3.818395361304283142e-02-1.667625829577445984e-02j), (8.151436597108840942e-02+1.029058732092380524e-02j), (-1.320661138743162155e-02-1.457774080336093903e-03j), (6.732142996042966843e-03+7.453125435858964920e-03j), (2.493780339136719704e-04+6.302247289568185806e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727919578552246094e-01+0.000000000000000000e+00j), (5.747634172439575195e-02+0.000000000000000000e+00j), (3.008349914550781250e+02+0.000000000000000000e+00j), (3.551969604492187500e+02+0.000000000000000000e+00j), (1.570000000000000000e+03+0.000000000000000000e+00j), (5.804468877613544464e-03+3.592308203224092722e-04j), (-5.362964293453842402e-05-4.180335905402898788e-03j), (-6.748005398549139500e-04+5.716682877391576767e-03j), (-2.218713052570819855e-03+4.010894894599914551e-02j), (-1.896495558321475983e-02-2.090835710987448692e-03j), (-2.100671268999576569e-02-7.004194685578113422e-06j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727919578552246094e-01+0.000000000000000000e+00j), (5.747634172439575195e-02+0.000000000000000000e+00j), (3.008349914550781250e+02+0.000000000000000000e+00j), (3.551969604492187500e+02+0.000000000000000000e+00j), (1.570000000000000000e+03+0.000000000000000000e+00j), (6.412034388631582260e-03+2.966552972793579102e-03j), (1.735597848892211914e-03-4.541753325611352921e-03j), (-3.279730910435318947e-03+6.143058650195598602e-03j), (-2.147692441940307617e-02+4.505885392427444458e-02j), (-2.050885744392871857e-02-1.127069815993309021e-02j), (-2.393128164112567902e-02-9.676854126155376434e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728132963180541992e-01+0.000000000000000000e+00j), (5.677815154194831848e-02+0.000000000000000000e+00j), (3.008136901855468750e+02+0.000000000000000000e+00j), (3.552191467285156250e+02+0.000000000000000000e+00j), (1.580000000000000000e+03+0.000000000000000000e+00j), (5.057677626609802246e-03+1.290282886475324631e-02j), (-5.855343304574489594e-03+5.008646752685308456e-03j), (-1.363843772560358047e-02+5.037228111177682877e-03j), (1.853377441875636578e-03-2.615003613755106926e-03j), (-1.830892753787338734e-03+2.492901403456926346e-04j), (-1.016248832456767559e-03-7.642203709110617638e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728132963180541992e-01+0.000000000000000000e+00j), (5.677815154194831848e-02+0.000000000000000000e+00j), (3.008136901855468750e+02+0.000000000000000000e+00j), (3.552191467285156250e+02+0.000000000000000000e+00j), (1.580000000000000000e+03+0.000000000000000000e+00j), (-2.905903384089469910e-02-6.873214989900588989e-02j), (3.120596520602703094e-02-2.735319547355175018e-02j), (7.306300848722457886e-02-2.849152870476245880e-02j), (-1.005479320883750916e-02+1.281573344022035599e-02j), (9.416161105036735535e-03-8.955279481597244740e-04j), (4.789304919540882111e-03+3.701205365359783173e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728132963180541992e-01+0.000000000000000000e+00j), (5.677815154194831848e-02+0.000000000000000000e+00j), (3.008136901855468750e+02+0.000000000000000000e+00j), (3.552191467285156250e+02+0.000000000000000000e+00j), (1.580000000000000000e+03+0.000000000000000000e+00j), (3.581194672733545303e-03-5.989955738186836243e-03j), (-3.581112716346979141e-03-2.952641807496547699e-03j), (5.727417767047882080e-03+3.521191654726862907e-03j), (2.122460491955280304e-02+3.802791610360145569e-02j), (-2.367738634347915649e-02+3.691788297146558762e-03j), (-2.207295224070549011e-02+4.089921247214078903e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728132963180541992e-01+0.000000000000000000e+00j), (5.677815154194831848e-02+0.000000000000000000e+00j), (3.008136901855468750e+02+0.000000000000000000e+00j), (3.552191467285156250e+02+0.000000000000000000e+00j), (1.580000000000000000e+03+0.000000000000000000e+00j), (7.721895352005958557e-03-5.049471743404865265e-03j), (-2.565527334809303284e-03-5.336335860192775726e-03j), (5.002229940146207809e-03+7.329629734158515930e-03j), (7.070608437061309814e-03+5.643380805850028992e-02j), (-3.059987723827362061e-02-8.088066242635250092e-03j), (-2.837810851633548737e-02-6.528493482619524002e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727642118930816650e-01+0.000000000000000000e+00j), (5.781053751707077026e-02+0.000000000000000000e+00j), (3.008746032714843750e+02+0.000000000000000000e+00j), (3.552492065429687500e+02+0.000000000000000000e+00j), (1.590000000000000000e+03+0.000000000000000000e+00j), (1.024965941905975342e-02+6.286977790296077728e-03j), (-3.297195071354508400e-03+6.909547839313745499e-03j), (-7.204169407486915588e-03+1.002800650894641876e-02j), (-1.651584752835333347e-03-2.508491743355989456e-03j), (-5.123756709508597851e-04+1.212269067764282227e-03j), (-8.190833032131195068e-04+2.748066908679902554e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727642118930816650e-01+0.000000000000000000e+00j), (5.781053751707077026e-02+0.000000000000000000e+00j), (3.008746032714843750e+02+0.000000000000000000e+00j), (3.552492065429687500e+02+0.000000000000000000e+00j), (1.590000000000000000e+03+0.000000000000000000e+00j), (-5.899457260966300964e-02-2.849650010466575623e-02j), (1.511974725872278214e-02-3.838418051600456238e-02j), (3.328793123364448547e-02-5.740263685584068298e-02j), (1.118022389709949493e-02+1.191017869859933853e-02j), (1.714386395178735256e-03-6.622208748012781143e-03j), (4.296557512134313583e-03-2.174934139475226402e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
